X1,Reviews,Date
919,"This movie was a treat. I had heard from friends that it was a pleasant surprise. Went into it expecting a thriller, got so much more. It was funny, heart-warming, scary. It did fill all the boxes. Worthy of the BEST PIC award. No agendas. No silliness. Just good writing and a well-spun plot. We loved it!",18 February 2020
920,"A Korean film that seemingly sweeping up at the awards seasons? It can't be that good, can it!? Did the judges not see 1917! Is what I hear you cry as you even read the title of this review. From the mind of Bong Joon-ho comes a drama about class and home invasion, but truly can it be THAT good? Lest we forget this is the mind behind the uncompromising vision of Snowpericer and the unsettling onslaught that was Okaj... but even still, it can't be better than Joker? Right?There is a surreal kind of desperation that follows you while watching Parasite, you want to see the ultimate fate of our protagonist sooner than is given. The real tilting point of the movie comes around the halfway mark when a troubling discovery is made, this propels the film from contemporary melodrama into an all-out descent into madness, this is where Bong Joon-ho thrives. In the chaos, in the distress, this is where Bong Joon-ho forces us as an audience to be.Parasite has a rare kind of delicacy to it as if Bong Joon-ho doesn't want to upset us too much, but what's to keep us unsettled. He wants to make us dread for the next turn of events, and as the final curtain falls, you know you have just seen a masterpiece. However, I am unsure if this would not be better suited to a stage production rather than the grandiose of a film.The movie has nothing in it which makes me feel like it must be seen at a cinema, but perhaps that is to its ultimate asset. A film that transcends how you view it and is outstanding on its own merits.The most adequate comparison I can make for Parasite is a Shakespearean play. The film has moments of levity and comedy, blended in with horrible and tragic scenes, and is divided into acts. It has deep pathos and there is something overall cathartic about the whole experience.This is the first film of Bong Joon-ho's that is set in a reality which is current and we (as the viewer) inhabit, despite this, there is still a surreal and other world quality to the proceedings, not unlike Alice In Wonderland. Bong Joon-Ho beckons us through the looking glass.Perhaps Parasite's strongest suit is its characters who are exceptionally well balanced, there is nothing as obvious as a villain or hero in Parasite. No, the film leaves this up to us, as the viewer to pick out who we feel was correct in their actions most. Make no mistake Parasite's is a world filled with fallen humans. To make such deep characters takes a lot of talent and each of the actors give performances that could have easily lead to their own awards nominations.Parasite is a true master class in film making, while totally different from everything else on the market, genre and even world it might just deserve all of the awards it's getting. Yes, even THAT one.10 peaches out of 10",17 February 2020
921,"This is one of the best movies I've ever watched. I went into it not expecting to like it or even watch the whole thing, but I was pleasantly surprised. The acting, writing, and directing were all perfect, but the end scene kind of overstayed its welcome.",16 February 2020
922,"First I'd like to say that I really liked this movie. It had a plot that instantly drew me in and characters that were easy to root for. It told a difficult tale about class struggle without turning the main characters into 2-dimensional heroes. It even ended with an unexpected intensity that I seriously doubt anyone saw coming.All of that said, it underwhelmed me. It repeated things over and over again, which was a plot device, but made some parts really drag. Moreover, the film's failure to assign winners and losers in its conclusion made it intriguing, but also left each character unlikeable- and when all the characters end up being unlikeable, it kind of leaves you feeling like the time you just invested was somewhat meaningless. I probably wouldn't feel that way if I had gone into it with no expectations- I may only focus on the good, but unfortunately I only watched it after everyone said it was the best film of the year and after it became the first foreign film to win best picture at the Oscars.I can only pass along my own, subjective experience, and that was it. <U+0001F937><U+200D><U+2642><U+FE0F>",16 February 2020
923,"I just got out of my second viewing of Parasite. I first seen it back in November at an advanced screening.I think anyone watching this after the Oscars will probably think it is over rated (I certainly think that about Gladiator and Silence Of The Lambs) and 1917 should have won. I'm not one of them, I loved 1917, but I loved this equally as much, and I was totally fine with it winning. If movies with subtitles bother you, this will not be for you.For me thought, it is 100% original, you'll never know where it is going, the acting is great by all concerned and it is darkly funny.I have to say, It was a lot more effective on its first watch, as I knew nothing about the movie (which is how I think it should be seen) and it simply blew me away. That has now been taken away now, but it is still a great movie.",14 February 2020
924,Brilliant way to depict the late capitalism era we are living.,8 January 2020
925,Terrific performances. Very much enjoyed this film. Beautiful camera work. The cast was nearly spot on. The direction was outstanding. Great work to all of them.,31 December 2019
926,"You know what kind of plan never fails ? No plan . No plan at all , You know why ? Because life cannot be planned . . . With no plan , nothing goes wrong . And if something spins out of control , it doesn ' t matter , Even if the country gets destroyed or sold out , nobody cares . Get it ?
This line of this movie stuck in my mind. It's like saying if the destiny choice you to be poor accept it don't ever bend your destiny to go with your demands or else you lose it all even the good things that been shadows out by life minority like freedom and love.",29 December 2019
927,"Crazy movie. Really, really original, entertaining, and shocking. I walked out of the theatre very impressed. Easily one of the best films of 2019.",21 December 2019
928,"This was intriguing from the start, but I was worried that the different cutural values might prevent my enjoyment. My concern disappeared as the film became more and more bizarre; I was completely caught up.",13 December 2019
929,"This is the latest movie from South Korean director Bong Joon-ho, director of The Host, Okja, Snowpiercer and more. This is only the second movie of his that I have seen and it really makes me want to watch more! This movie is about a poor family who all get jobs working for a rich family as part of a scheme, and it just gets crazier from there. The performances are excellent, the story is interesting, it looks beautiful, it has comedy, it has suspense, it has horror, it has romance, it has everything! My only complaints are that the movie is a little slow in the first act and that sometimes the dialogue went by too fast for me to read the subtitles. This is good writing, and I feel like I missed some of it. I'm a pretty slow reader though, so your experience may differ. And yeah, the movie is presented in its original language and subtitled. If that's an issue for you, don't see it. You won't enjoy it. Otherwise, if you want an exciting and well-made movie that is completely original, go see this movie! It's one of the best of the year!",1 December 2019
930,"Let's see. Some of the previous best films of the year: The Godfather, One Flew Over the Cuckoo's Nest, The Deer Hunter, Terms of Endearment, Dances with Wolves, Schindler's List, Gladiator, American Beauty are some Oscar winners, but lately, it's been meritless films that won the accolades based on social justice.It's the decline of Hollywood that has become infested with SJWs. Surprisingly the SJWs weren't upset over Koreans dressing as Native Americans.Personally I thought JoJo Rabbit was the best of the year, but I honestly didn't see any film in 2019 that was worthy of an Oscar.Here, we have an extremely unlikely family of con artists that takes a whole hour to get to anything dramatic. Was it somewhat fun? Sure, but miles away from winning the best film of the year. Are we really going to look back at this in 30 years and claim it as a classic? Not a chance.It was fairly predictable. We knew the honeymoon wasn't going to last very long, I just wish it started earlier. It is also an example that plot-driven movies are never as good as character-driven movies because once you know the ending it's not that interesting to watch again.It just felt a lack of focus and direction and seems to be 5 different ideas into one film. Also, I didn't buy some of the extreme clumsiness and carelessness. It was just too bizarre to win the best film.They just don't make films like they used to and that is a shame.On a side note, Parasite reminds me of another undeserving Oscar winner, SIlence of the Lambs, which was at best a mediocre crime/horror film, a notch above a TV film, but I think it won because it was up against a few not so great films, with the exception of JKF, which I guess should have won considering the competition. Thelma and Louise should have won but wasn't nominated for best picture. 1991 wasn't a great year for films.",11 February 2020
931,This film has interesting scenes & cinematic direction but the suspense fell flat for me. Going into this film I thought it would be amazing because of all the reviews but I couldn't cling to the concepts. This movie is in no way a masterpiece.,9 February 2020
932,"I have to admit that the main idea of this Korean film is very good. It is different from the majority of the films I have seen, but for me it was inadequate.
The first 40-45 minutes are the main part of the movie. You understand what is going on. The rest of the movie is just a repeat of the first 40 minutes. It becomes boring.
The acting is just good.
Nice effort.",8 September 2019
933,"I saw this Movie just one day after it won 4 Oscars:
Best Motion Picture of the Year, Best Achievement in Directing, Best Original Screenplay and Best International Feature Film.
For me it deserves the Oscar for Best International Movie and best Original Screenplay but the best movie of the Year?? CMON...
This is the most overated movie of the Decade, it is a good movie sure, with a good Critic to society...
Showing the struggle of the classes, the Decay of the Rich who lives their plastic lives, and the Poor that must fight back and rise against opression and Tirany.
The problem with the movie, is that it drags in the first 30 minutes, the screentime should be cut to 1h30, 2 hours and 10 minutes is too long...
The Dark Humour presented here is really good, and the Climax of the movie, starting with the Flood is also Great. But some of the dialogues in the movie are lacking.
The directors work here is really good no doubt, but this movie is after all a Independant Movie with a short budget, with few sets, and some good Twists and Turns in the story...
The actors, like almost every Korean movie i've seen, seem authentic and act like real people so they do a very good job.
This Movie is a Good One, almost an 8 but the ending could have been better.
It is far from a masterpiece, so my review score is a 7 out of 10.
P.S: Loved the Critic to Kim Jong Un Regime, the Menace of the Power of a Button is as Powerfull as a Atomic Bomb LOL",10 February 2020
934,"Funny, scarcastic, touching, emotional... the movie builds up as a comedy but then shows the family drama and depicts a modern south korean society where the rich live in another galaxy, so far yet so close from a family of ""untouchables"". Inequalties of ou times are so well shown, in this comedy drama. best movie in 2019",30 December 2019
935,"Calling it a masterpiece would be an offense. This film offers a story that we have already bitten in the past, but in this way and direction: NEVER. Bong Joon Ho is confirmed as one of the most interesting directors of the decade and with Parasite he gets the global attention he deserves. The film is based on an impeccable direction, colorful and intriguing with a cast, as in a Cluedo-game, they are all perfectly characterized to ensure that the viewer never ceases to look intrigued at the work presented to him. Parasite proposes itself as a satirical film about a society that many times looks down on and beyond the impeccable narrative for cinematic pleasure, it offers us food to think on where we are going as a human race.",23 December 2019
936,"This is a must see film packed with tons of implied meaning tackling many social issues focussing on the wealth gap. However the implied message behind the movie is also matching with a complex base level story which surprises the audience with every passing moment. No I know that many people are turned off at the sight of subtitles, but I hope that if this is the only factor keeping you from watching this movie, I beg you to overlook it and enjoy this incredible cinematic experience.I think that this movie has a really unique way of showing the gaps between the social classes that exist. I find that just like Metropolis there are several consistencies between the two, but at the base of this there is one single theme; The rich despite relying on the working class often take advantage of them. Now this movie may have gone to the extreme showing how some people just can't take the oppression and they eventually crack but I think that it was important for the filmmaker to show how social conditions set up the downtrodden to fail.I absolutely loved how this movie developed and found myself watching it three times in a row ad each time I discovered a new feeling for the film. So that being said I gave this movie a 9/10 because I think that with every viewing there is more to take away from this film.",26 November 2019
937,"I don't understand the hype surrounding movie. First, similar subject has been covered many times before, e.g. ""Shattered glass"", ""Catch me if you can"", ""Bling ring"". Second, this film isn't particularly educational or anywhere near a real event. Third, this film doesn't even stood out among Korean films, the acting, cinematography, scripts are good but not great. I'm sure most people would have no recollection of this film in a few years time because it's a movie about ... nothing.",9 February 2020
938,I found this film to be an okay film but I don't think it's as good as it's high rating suggests but each to their own and obviously a lot of watchers wouldn't agree with me.,19 January 2020
939,"Although its a good piece of film making, I have some points to raise... The thing with ""parasite"" is that it puts one random unexpected event after the other, and sometimes it works pretty well, but sometimes it doens't... you reach the end and you wonder why dit it happened this way... maybe I ditn't get something, but this is what I got from the film...",22 February 2020
940,"This shook me so good my ponytail elastic snapped, it's a good thing I wore pigtails.",20 February 2020
941,An extraordinary film and a rarity to see a film which is so startlingly original. I can't wait to see more of this director's work.,16 February 2020
942,"A veteran chauffeur, his wife and their kid wonders, one fluent in English, the other an art wiz with expert computer skills and mastermind deception skills, are all unemployed (!) and lives in a scummy basement, where they fold pizza boxes for peanuts. With wildly implausible easy they con a rich family (ridiculous caricatures of rich people who apparently got rich by being soooo stupid) into employing them. First the son, then the sister, then the father ... you get it ... sleep-inducing snail's pace to the predictable setup where the entire family has leeched their way into the rich people's home. Once inside the home, the rich family goes on a vacation, and the poor family literally start ripping the home apart in a stupid drunken frenzy?? The old housekeeper (which they got rid of in a horrible way, causing a dangerous allergic reaction) shows up, and for some reason they let her in?? Turns out the old housekeeper is keeping her husband in a hidden basement under the house, where he has been living for four years (best explanation to why is that he is hiding from loan sharks). He has been flickering the lights morse code-style which the small boy of the house has deciphered (but he never tells anyone and it is therefore utterly pointless). Each family now knows each other's secret, so they are in a stalemate. Right? Movie apparently forgets this, an instead we end up with a big fight. A lot of nonsense. A flood. Then a lot more violence. Poor father kills wealthy father (because of his arrogance towards the poor which have a certain odor), then leaves his own two wounded children to die, running to hide in the basement (he would actually have to step over his son, who lies half dead in an enormous puddle of blood in order to get to the basement, but I think the director forgot this - add it to the five million other plot holes!). At some point near the ending - where the movie takes another tonal shift towards the sentimental - I realized that we are actually supposed to sympathize with the poor family, despite how EVIl they have acted the entire movie ... This movie is wildly implausible, first half wildly predictable, full of weird tonal changes and plot holes. Everything is overly constructed to underline some muddled point about social inequality, but nothing really makes sense. I loved ""Snowpiercer"" but this is total crap.",16 February 2020
943,Racists can stay pressed. Best movie of all time and deserved even more Oscars.,15 February 2020
944,"I heard about this South Korean months before its release, the title itself sounded interesting to me, but I also knew it was predicted to do very well during Awards Season, in fact, it went on make history at the Academy Awards. Basically, the Kim family: father Ki-taek (The Host's Song Kang-ho), mother Chung-sook (Jang Hye-jin), daughter Ki-jeong (Park So-dam) and son Ki-woo (Choi Woo-shik), live in a small semi-basement apartment, have low-paying temporary jobs, and struggle to get by. Ki-woo's friend Min-hyuk (Park Seo-joon), a university student, gives the family a scholar's rock, which is meant to bring material wealth to whoever possesses it. Min-hyuk is leaving to study abroad, before leaving he suggests to Ki-woo he should take over his job as an English tutor to the wealthy Park family's daughter, Da-hye (Ji-so Jung). Ki-woo poses as a university student and is hired by the Parks; Mrs. Park (Cho Yeo-jeong) decides to call him Kevin. Subsequently, the Kim family begins to infiltrate the Park family home by recommending each other's services, posing as unrelated but sophisticated skilled workers. Ki-woo tutors and begins a romance with Da-hye. Ki-jeong poses as ""Jessica"", an art therapist for restless young son Da-song (Jung Hyeon-jun). Ki-jeong frames Mr. Park's chauffeur Yoon (Park Geun-rok) for having sex in his car, and suggests her ""uncle"" for the job, so Ki-taek, a former valet, is hired. Finally, the Parks' housekeeper Gook Moon-gwang (Lee Jung-eun) has a severe allergy to peaches, the Kims exploit this and convince Mrs. Park that she has tuberculosis, and Chung-sook takes over. When the Parks leave to go on a camping trip, the Kim family take advantage, living in the empty luxurious mansion. The former housekeeper unexpectedly returns, claiming left something in the basement. The Kims are shocked as she reveals a hidden entrance to an underground bunker, created by the famous architect and previous owner of the mansion. Moon-gwang's husband, Geun-sae (Park Myung-hoon), has been secretly living underneath the home, to hide from loan sharks, for the last four years. After realising the truth about the Kim family, Moon-gwang threatens to tell the Parks their secret if they do not, in turn, keep hers. A brawl breaks out among Moon-gwang, Geun-sae, and the Kims. They are interrupted when Mrs. Park calls, they are returning home early, the trip has been cancelled due to a rainstorm. Geun-sae is dragged back down below, while Moon-gwang is fatally wounded when pushed down the stairs. The two are trapped in the bunker, while the Kim family scramble to clean up their mess. After Chung-sook serves her dinner, Mrs. Park tells about how Da-song had a traumatic experience years ago when he saw a ""ghost"", Geun-sae, emerging from the basement. The remaining Kims hide underneath the sofa in the living room, Mr. Park complains to his wife about a smell, which is Ki-taek. The Kims, after some failed attempts and near misses, eventually manage to escape the Parks' house. Returning to their apartment, they are devastated to find it completely flooded due to the storm and are forced to sleep in a gymnasium with other people made homeless. The next day, Mrs. Park decides to host a party for Da-song's birthday. She invites Ki-jeong and Ki-woo, while Ki-taek and Chung-sook are required to be employees. During the party, Ki-woo heads down to the bunker with the scholar's rock intending to kill Geun-sae. After accidentally dropping the rock down the stairs, Geun-sae attacks him, bludgeoning him with the rock and escaping. Seeking revenge for the death of Moon-gwang, Geun-sae stabs Ki-jeong with a kitchen knife in front of the horrified guests. Da-song suffers a trauma-induced seizure upon seeing Geun-sae, and a struggle breaks out, until Chung-sook kills Geun-sae with a skewer. Ki-taek tries to help Ki-jeong, but Mr. Park orders him to drive Da-song to the hospital. In the chaos, Ki-taek takes the kitchen knife and fatally stabs Mr. Park before fleeing the scene. Weeks later, Ki-woo has survived the attack and wakes up from his coma following surgery. He and Chung-sook are convicted of fraud and put on probation, Ki-jeong is revealed to have died from her injury, and Ki-taek has vanished and is wanted for Mr. Park's murder. Geun-sae's motives for the attack are a mystery to the public. The Park family home has been sold to German family, but Ki-woo continues to scope it out. He notices the flickering light in the house and recognises it as a message in Morse code. It is a message from Ki-taek, who is now living in the bunker, which he decodes. Still living in the semi-basement apartment, Ki-woo responds to his father, vowing to one day earn enough money to buy the house, free his father, and the family will be reunited. The film's title is a double meaning, it can refer to the poor family manipulating their way into the lives of the rich family, or the rich family themselves in terms of labour, leeching off others to do to the work, it could also refer to the sinister character beneath the house. This film works well as a satirical and intricate examination of class conflict, and as a film of two halves. The sneaky set-up is a savage social commentary with an impoverished family conning their way up, and then it completely shifts gear with a darker tone and surprising moments that will get under the skin. It is the first film from South Korea to gain Oscar nominations, it became the first foreign language in history to win the top prize at the Academy Awards (beating big contender 1917 from Sam Mendes), and the first win Best Picture and the foreign language category together, and at a time where the lack of diversity is debated, this film will hopefully pave the way for changes, it is a fantastic dark comedy thriller. It won the Oscar for Best Motion Picture of the Year, Best Director for Bong Joon-ho (also nominated the BAFTA and Golden Globe), Best Original Screenplay for Bong Joon-ho and Jin Won Han, and Best International Feature Film (formerly Best Foreign Language Film), and it was nominated for Best Production Design, and Best Film Editing, it won the BAFTA for Best Film Not in the English Language, and Best Original Screenplay, and it was nominated for Best Film, and it won the Golden Globe for Best Motion Picture - Foreign Language, and it was nominated for Best Screenplay. Very good!",14 February 2020
945,"The scene where the old maid arrives in the video at the door after the doorbell ring was so creepy, and I loved the scene where the family is getting drunk and talking around the table after dinner. The montage with the peach was also masterful, as was the way many scenes were filmed, styled, and handled. I loved how the old maid also got them on cell phone video proving they were all a family and knew each other and then blackmailed them (temporarily).The young Kim family sister is an extremely talented actress, and so is the Parks pampered wife. The other actors were all solid as well. The story is universal and pop cultured so it is relevant and easy to follow for all languages and nationalities.The movie is never uninteresting. Even when it slows down a little in its final half hour or so, it remains intriguing, but this is the only part that I felt that could have been a little bit better. I also had some questions about the incident at the Parks outdoor birthday party regarding why something happened the way it did.The suspense really worked also outside of the mentioned scenes, and the humor was usually landing. The artsy shots and creative decisions all worked within the story. This is a solid movie for 2019 and deserves the Oscars.",14 February 2020
946,"I think people are too quick to dish out 10s and on the flip side of that a bit too harsh to give anything less than a 7 just to its popularity. This film isnt a ground breaking once in a lifetime masterpiece but it is beautifully shot, acted and written. With any film, I think you must give some room to believe the unbelievable. It's a movie. It's meant to entertain, to move, to inspire, to question. People dont get what the purpose of this movie was I dont think. For me, personally, it was meant to leave us torn. In a place where no real sides were taken, so that we question it constantly, never really reaching a definitive stance. The characters are not ones to necessarily sympathize with or hate so clearly but rather there to open our eyes and really think about how incredibly ruined and beautiful this world can be, simultaneously.
It was deserving of the oscar over its competition and it is deserving of your full attention, as a remarkably well crafted piece of cinema by a very talented director/writer.",14 February 2020
947,The establishment's war on the poor continues with this little black comedy thriller.I can see why it won an Oscar. The poor here are portrayed as venomous or parasites on those better off than them.It's an engaging piece and at first you side with the peasants until that is things take a turn for the worse at which point you see their true colours.Of course no mention of the parasitic tendencies of the rich is mentioned here which would have given the film a more balanced view but it's entertaining and fun if a little overlong.,12 February 2020
948,"Just watched the movie and can't say it lives up to the hype around it. It had funny moments, thriller moments and a message. It was interesting overall but the ending could have been better. I wouldn't recommend this film to a friend, for instance. Not because it was bad but because I felt that it was missing something.",11 February 2020
949,"An OK movie, but it's light years away from even being a nominee for Oscar not to mention wining it.",13 February 2020
950,"I was reluctant to watch this. I could see from the trailer that it has good production value, yet I was worried it would be too ""weird"", being a Korean/Asian language film. Eventually I did watch it and I am glad! I'm also glad it won all those Oscars.The blend of dark comedy in this social thriller definitely attributed to an enjoyable and entertaining experience and made me more engaged with the story. It is very well made and it deals with various interesting subjects/issues of our society, all in the premise of a collision of social classes (extreme poverty with extreme wealth).",24 February 2020
951,"In a meritocracy, success and fortune are reserved for those who deserve it--those who develop solid plans according to their talents and abilities and who execute those plans through hard work and determination. Anyone can rise to the top, and for some lucky Cinderella, plucked from the cinders and gussied up in gowns, the meritocracy represents the heights of perfect egalitarian society: ""I started with nothing and ended up with everything I ever desired; you, too, can achieve you dreams, if only you try.""The promise of unobstructed sunshine at the top of the mountain becomes justification for bitter competition, backstabbing, deceit, and callousness. You climb the crooked ladder until you make it to the straight one, and then, perhaps, when you at last feel secure, you can afford to be kind and confident and generous. ""It's easy to be nice when you're rich,"" the mother in this film (Jang Hye-jin) at one point observes.But it's a very long and very crooked ladder, and sometimes the rungs give out beneath your grip, and sometimes they've been dangerously greased by those who climbed before you, and sometimes the ladder itself is simply kicked down--either by those above you or, just as often, by those staring up from the ground below. There are a lot of people trying to climb that one ladder.But in a meritocracy, you can't blame the ladder or the other people trying to climb it. Nor can you blame the fact that all the good stuff is kept so many stories up instead of down at the ground where everyone can easily reach it. No, you must blame yourself. You should have tread more carefully. You should have climbed more quickly. You should have used a firmer and more precise grip, anticipated disasters, and known just when to leap. If you fail in a meritocracy, it's all your fault. You should have tried harder. Better luck next time.Kim Ki-woo (Choi Woo-sik), the young man who is the main character of PARASITE, several times refers to ""metaphors,"" and the film itself is, of course, a metaphor. On a surface level, viewers are treated to a very thrilling, engaging, well-paced and well-plotted crime story. At all times, however, bubbling up from beneath the slick surface of this genre film, there are deeply personal, meaningful truths that should resonate with almost any viewer. These insights are rarely foregrounded. They are so subtly interwoven, in fact, that if you're like me, you may be completely surprised when the final shots of the film roll and you realize that you are emotionally devastated by the intimate, humanist story you've just witnessed. Bong Joon-ho's filmmaking is so extraordinary here that he'll make you fully invested in the lives of his characters without you even realizing he's done so.I want to avoid spoilers here, but suffice it to say that PARASITE is a masterpiece--beautifully lensed, enthrallingly edited, superbly acted, and intimately involving.South Korea has a population that is one sixth the size of the United States, and that population is stacked into skyscrapers in an area slightly smaller than the state of Kentucky. Higher education is widespread, so parents with means try to make their children stand above the pack by hiring them tutors and signing them up for extracurriculars and afterschool programs. I lived in Korea once, and the children I taught there were sometimes engaged in learning ten to twelve hours a day, six days a week--public school, English-immersion private school, piano class, soccer team, taekwondo, math camp, chess club, and so on. I routinely worked sixty to seventy hours a week on salary, but at bars I would meet young men my age who were expected to work far more than that, who slept at their desks so that they did not need to pry themselves from work for too long. As the father (Song Kang-ho) in the film at one point says, this is a country where fifty young men with college degrees apply for a mere security guard job. One can't afford not to struggle.The themes of this story are not just localized to Korea, however. They are the story of global capitalism, and the specter of American materialism (and imperialism; note the ""Indians"") looms heavily over the film. Meritocracy makes cannibals of us all. It's nice to dream, and sometimes the dreamers who plan and struggle well enough can indeed climb out of the basement and into the sunshine, and how nice an ending it is when they do. But the film also makes it clear that sometimes all that planning and dreaming may be, maybe, just whims and fancy. More often, it seems, our pipe dreams are content to leave us with nothing more than the whiff of spewed sewage.",24 February 2020
952,"Parasite became the first foreign language film to win the Best Picture Oscar. The first third of the film had me wondering why.The film opens in a dilapidated, smelly semi basement in South Korea. The Kim family is so poor that they need to borrow a neighbour's wifi and lose it when it becomes password protected. They make a living by folding cardboard pizza boxes.Dad, Ki-taek is the weak link. He cannot even fold the boxes properly so their meagre wages are deducted. Son, Ki-woo gets a stroke of fortune, when a friend helps him get a well paid tutoring job with a fake diploma. Ki-woo tutors the daughter of of the wealthy Park family who live in a lavish mansion. Soon Ki-woo gets his sister Ki-jung a job as an art tutor for the disruptive younger son.The wily Ki-jung conspires to get the Park's family chauffeur fired and have him replaced by their father. Before long they manoeuvre to get the housekeeper dismissed by preying on her allergy to peaches and be replaced by their mother Chung-sook.All of them claim to be strangers to the Park family, pretty soon the Kim's are earning good money and living well. They are street smart who have taken advantage of the naivety of the wealthy Parks.Their good fortune is threatened when one night when the Park's are away on a break, the former housekeeper returns looking for something she left behind.I thought the movie would turn out to be similar to Joseph Losey's The Servant which was scripted by Harold Pinter. It goes in that direction but then swerves off.When Bong Joon Ho accepted his best director Oscar he publicly thanked Martin Scorsese. It was his movies Bong studied in film school. The key is Scorsese's own British influences ranging from Ealing Films, Hitchcock to Powell & Pressburger.There is a parasite in the Park household but the film is about class. A fatalistic, metaphorical dark comedy which morphs into a twisted blood soaked tragedy.Parasite has a heightened reality, the Parks are wealthy who never look down even in their own house as they have no need to. They are nice but when one of them inadvertently mentions the odour of ordinary working people, like those who travel in crowded tube trains, they seal their fate.Bong shows that those in the bottom rung of South Korean society cannot advance very far. Ki-woo has a dream but it is more likely to be dashed, fate and fortune will ensure of that.",24 February 2020
953,"I just saw the film and I went in unsure if it'd be as good as the hype. The film was enjoyable; everything was solid from story, character development, cinematography, editing. The film had a good flow and plenty of surprises. There certainly was deeper meanings to the film and great exposure to the Korean culture. The problem with this film isn't the film at all but those reviewing it. For those that swoon about the film or those that call it awful are way off base. The film is neither; and it certainly isn't a Tarantino violent style film. It is a good film I'd probably see a couple more times to find all the different angles of this complex story. It won best picture for good reason but it certainly didn't bury the competition; any of those could have won depending on what the viewer was looking for. It's a good film and should be seen and likely more than once.",22 February 2020
954,Sticks to you and sucks you dry till you drop out in confusion asking what the hell did I see.,21 February 2020
